,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
150,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu?fromCityId=802&toCityId=734&fromCityName=Haridwar&toCityName=Jammu&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,New Pal Travels,A/C Sleeper (2+2),24-Jul,19:00,07:30,12h 30m,945,11 Seats available,3.5
151,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Moon Light Travels Katra,A/C Sleeper (2+1),24-Jul,21:15,04:30,07h 15m,494,17 Seats available,4.4
152,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,23:50,07:00,07h 10m,855,18 Seats available,4.4
153,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Zimindara Travels,A/C Seater / Sleeper (2+1),24-Jul,22:30,05:30,07h 00m,INR 450,24 Seats available,4.3
154,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,AdHarikesh Tour N Travels,A/C Sleeper (2+1),24-Jul,21:00,04:30,07h 30m,450,29 Seats available,3.9
155,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,23:05,06:00,06h 55m,487,25 Seats available,4.3
156,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Jamna Travels-Jammu,AshokLeyland Stile A/C,24-Jul,20:15,04:30,08h 15m,509,20 Seats available,4.0
157,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Zimindara Travels,AC Sleeper (2+1),24-Jul,21:30,04:30,07h 00m,INR 599,18 Seats available,3.8
158,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,AdRadhe Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,21:20,04:45,07h 25m,494,30 Seats available,3.8
159,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,21:30,03:30,06h 00m,539,39 Seats available,No rating
160,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,23:00,05:00,06h 00m,539,39 Seats available,No rating
161,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,PRAKASH TOURISM,A/C Seater / Sleeper (2+2),24-Jul,22:05,06:05,08h 00m,INR 1200,46 Seats available,No rating
162,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Zimindara Travels,AC Sleeper (2+1),24-Jul,22:00,05:00,07h 00m,INR 599,19 Seats available,3.7
163,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Zimindara Travels,AC Sleeper (2+1),24-Jul,23:00,06:00,07h 00m,INR 649,28 Seats available,4.0
164,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),24-Jul,23:30,07:00,07h 30m,INR 800,10 Seats available,3.8
165,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,New Pal Travels,A/C Sleeper (2+1),24-Jul,19:30,05:45,10h 15m,404,20 Seats available,3.7
166,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,GOBUS,A/C Seater / Sleeper (2+2),24-Jul,22:05,05:35,07h 30m,399,30 Seats available,2.8
167,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),24-Jul,23:15,06:30,07h 15m,509,43 Seats available,2.6
168,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Baru travels,A/C Seater / Sleeper (2+2),24-Jul,22:15,05:45,07h 30m,INR 399,33 Seats available,3.8
169,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Radhe Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,21:30,04:45,07h 15m,494,30 Seats available,3.8
170,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,SAHARA TRAVELS,A/C Sleeper (2+2),24-Jul,22:00,05:35,07h 35m,539,14 Seats available,3.4
171,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,SAHARA TRAVELS,A/C Seater / Sleeper (2+2),24-Jul,21:15,05:15,08h 00m,359,28 Seats available,2.6
172,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,DS Hari Travels,A/C Sleeper (2+2),24-Jul,21:15,05:00,07h 45m,INR 699,44 Seats available,1.1
173,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Maheshwaram Travels,A/C Seater / Sleeper (2+2),24-Jul,21:00,07:35,10h 35m,INR 826,34 Seats available,1.0
174,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),24-Jul,21:30,07:30,10h 00m,INR 352,48 Seats available,4.0
175,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),24-Jul,23:29,07:15,07h 46m,INR 699,21 Seats available,3.4
176,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,20:20,03:30,07h 10m,INR 595,38 Seats available,2.6
177,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,22:25,05:35,07h 10m,INR 595,39 Seats available,2.6
178,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu?fromCityId=833&toCityId=734&fromCityName=Chandigarh&toCityName=Jammu&busType=Any&onward=23-Jul-2024&routeId=23740441,YUVI HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,21:30,05:30,08h 00m,438,50 Seats available,2.1
179,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar?fromCityId=734&toCityId=199971&fromCityName=Jammu&toCityName=Kishtwar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,no-data-found,no-data-found,24-Jul,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found
180,Jammu (j and k) to Mendhar (J & K),https://www.redbus.in/bus-tickets/jammu-to-mendhar-j-k?fromCityId=734&toCityId=310582&fromCityName=Jammu&toCityName=Mendhar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,no-data-found,no-data-found,24-Jul,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found
181,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jain travels regd,AC Sleeper (2+1),24-Jul,15:15,20:00,04h 45m,INR 500,19 Seats available,3.3
182,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Bhawani Travels,Bharat Benz A/C Seater (2+2),24-Jul,16:30,21:05,04h 35m,INR 299,26 Seats available,3.5
183,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Bhawani Travels,Bharat Benz A/C Seater (2+2),24-Jul,18:30,23:15,04h 45m,INR 299,20 Seats available,3.8
184,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,AdAwadh Travels,A/C Sleeper (2+2),24-Jul,23:35,04:20,04h 45m,375,40 Seats available,3.6
185,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jamna Travels-Jammu,A/C Seater / Sleeper (2+2),24-Jul,22:30,03:45,05h 15m,369,28 Seats available,3.4
186,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Bhawani Travels,A/C Seater / Sleeper (2+2),24-Jul,23:00,04:30,05h 30m,285,32 Seats available,3.9
187,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shree Bawa Lal Ji Travels,A/C Seater / Sleeper (2+2),24-Jul,15:30,20:45,05h 15m,425,44 Seats available,No rating
188,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),24-Jul,15:45,22:00,06h 15m,349,32 Seats available,2.1
189,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Lucky Travels,A/C Sleeper (2+1),24-Jul,15:50,20:50,05h 00m,INR 349,38 Seats available,1.6
190,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jamna Travels-Jammu,A/C Seater Push Back (2+2),24-Jul,16:30,20:45,04h 15m,359,33 Seats available,2.9
191,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,17:15,21:50,04h 35m,509,34 Seats available,2.2
192,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jamna Travels-Jammu,A/C Seater Push Back (2+2),24-Jul,18:30,22:22,03h 52m,359,19 Seats available,1.9
193,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Lucky Travels,Bharat Benz A/C Seater / Sleeper (2+2),24-Jul,23:55,05:30,05h 35m,INR 329,36 Seats available,1.6
194,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Neeraj travels,A/C Seater / Sleeper (2+1),24-Jul,15:40,20:12,04h 32m,INR 599,38 Seats available,3.4
195,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Gajraj bus service,Bharat Benz A/C Sleeper (2+1),24-Jul,18:30,23:55,05h 25m,INR 899,23 Seats available,3.9
196,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,16:30,21:00,04h 30m,648,36 Seats available,2.2
197,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar?fromCityId=734&toCityId=759&fromCityName=Jammu&toCityName=Amritsar&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,18:50,23:30,04h 40m,555,28 Seats available,2.2
198,Ajmer to Jammu (j and k),https://www.redbus.in/bus-tickets/ajmer-to-jammu?fromCityId=808&toCityId=734&fromCityName=Ajmer&toCityName=Jammu&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,no-data-found,no-data-found,24-Jul,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found,no-data-found
