,route,route-collected,Date,name,type,departure_time,arrival_time,duration,price,seats_available,rating
165,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,10:57,13h 55m,INR 606,24 Seats available,4.0
166,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),19:30,07:30,12h 00m,639,15 Seats available,3.2
167,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,12:30,14h 00m,INR 999,30 Seats available,3.8
168,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Roshan Travels,A/C Sleeper (2+1),19:30,09:30,14h 00m,INR 700,30 Seats available,3.5
169,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Travels,A/C Seater / Sleeper (2+1),18:00,08:00,14h 00m,INR 550,34 Seats available,2.2
170,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sai Travels - Saijyoti,A/C Sleeper (2+1),19:45,10:35,14h 50m,INR 699,28 Seats available,3.7
171,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),22:31,12:41,14h 10m,INR 1099,23 Seats available,3.5
172,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Roshan Travels,Bharat Benz A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 700,22 Seats available,2.6
173,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,12:10,14h 40m,INR 2800,21 Seats available,2.2
174,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Manish Travels,Non AC Seater (2+2),18:30,09:00,14h 30m,INR 500,30 Seats available,2.7
175,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,SIDDHANTH TRANSPORT,A/C Seater Push Back (2+2),17:20,08:45,15h 25m,INR 5000,49 Seats available,4.3
176,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:20,08:50,14h 30m,INR 809,20 Seats available,4.3
177,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Seater / Sleeper (3+1),21:30,12:45,15h 15m,INR 1099,38 Seats available,4.1
178,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,"National Travels,Goa",A/C Sleeper (2+1),19:30,08:30,13h 00m,INR 750,22 Seats available,3.7
179,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sai Travels,A/C Sleeper (2+1),19:15,10:00,14h 45m,INR 4000,27 Seats available,3.6
180,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai?fromCityId=210&toCityId=462&fromCityName=Goa&toCityName=Mumbai&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sai Travels,NON A/C Sleeper (2+1),17:30,09:00,15h 30m,INR 5000,31 Seats available,3.6
181,Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa?fromCityId=76187&toCityId=210&fromCityName=Pandharpur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,35 Seats available,3.3
182,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,1299,18 Seats available,4.6
183,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,10:15,12h 55m,INR 1499,1 Seat available,4.5
184,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Streamline tours and travels,A/C Sleeper (2+1),21:15,10:15,13h 00m,INR 1190,28 Seats available,4.1
185,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:30,09:40,13h 10m,INR 906,21 Seats available,4.2
186,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Streamline tours and travels,A/C Sleeper (2+1),22:20,11:15,12h 55m,INR 1190,23 Seats available,3.7
187,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Shanta Travels,NON A/C Sleeper (2+1),19:30,08:15,12h 45m,INR 810,12 Seats available,4.1
188,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,10:00,13h 30m,INR 700,24 Seats available,3.3
189,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,07:00,13h 00m,INR 700,25 Seats available,3.2
190,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),19:00,07:00,12h 00m,INR 760,19 Seats available,3.0
191,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:30,11:30,13h 00m,INR 750,38 Seats available,3.1
192,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,A/C Sleeper (2+1),21:15,10:15,13h 00m,INR 900,27 Seats available,2.8
193,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,A/C Sleeper (2+1),19:00,08:00,13h 00m,INR 900,25 Seats available,2.6
194,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,12:30,13h 00m,INR 750,34 Seats available,3.4
195,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,A/C Sleeper (2+1),22:15,11:15,13h 00m,INR 900,26 Seats available,2.3
196,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),20:30,07:45,11h 15m,INR 950,26 Seats available,3.5
197,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:45,12h 15m,INR 950,26 Seats available,3.5
198,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:15,11h 45m,INR 950,26 Seats available,4.4
199,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),21:30,11:15,13h 45m,INR 3000,1 Seat available,No rating
200,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VRL Travels,NON A/C Sleeper (2+1),20:00,09:30,13h 30m,INR 800,24 Seats available,3.4
201,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa?fromCityId=122&toCityId=210&fromCityName=Bangalore&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VRL Travels,A/C Sleeper (2+1),21:00,10:45,13h 45m,INR 900,15 Seats available,3.0
202,Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur?fromCityId=210&toCityId=76187&fromCityName=Goa&toCityName=Pandharpur&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,INR 735,27 Seats available,3.3
203,Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa?fromCityId=95083&toCityId=210&fromCityName=Belagavi&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,19:45,03h 45m,INR 170,26 Seats available,3.0
204,Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa?fromCityId=95083&toCityId=210&fromCityName=Belagavi&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,INR 799,21 Seats available,1.2
205,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,1199,16 Seats available,4.6
206,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,INR 1699,1 Seat available,4.4
207,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,INR 1170,11 Seats available,4.1
208,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,INR 1420,13 Seats available,4.2
209,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 900,25 Seats available,3.4
210,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),19:45,07:45,12h 00m,INR 1000,32 Seats available,3.3
211,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 700,20 Seats available,3.3
212,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,INR 700,26 Seats available,2.9
213,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),18:30,06:45,12h 15m,INR 760,21 Seats available,2.5
214,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,SRS Travels,NON AC Seater / Sleeper 2+1,18:00,07:30,13h 30m,INR 599,32 Seats available,2.5
215,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,SRS Travels,NON AC Seater / Sleeper 2+1,19:00,07:30,12h 30m,INR 599,32 Seats available,2.6
216,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),18:00,07:45,13h 45m,INR 1000,32 Seats available,3.2
217,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sugama Tourist,NON A/C Sleeper (2+1),19:00,07:45,12h 45m,INR 1000,32 Seats available,2.7
218,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Janatha Travels,NON A/C Sleeper (2+1),19:00,06:35,11h 35m,INR 12345,17 Seats available,3.5
219,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),19:45,06:25,10h 40m,INR 3000,1 Seat available,No rating
220,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VRL Travels,NON A/C Sleeper (2+1),18:00,08:00,14h 00m,INR 800,19 Seats available,4.2
221,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore?fromCityId=210&toCityId=122&fromCityName=Goa&toCityName=Bangalore&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,VRL Travels,A/C Seater / Sleeper (2+1),19:00,09:00,14h 00m,INR 700,31 Seats available,3.6
222,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa?fromCityId=646&toCityId=210&fromCityName=Solapur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,35 Seats available,3.0
223,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa?fromCityId=646&toCityId=210&fromCityName=Solapur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),23:30,09:00,09h 30m,INR 1350,27 Seats available,3.2
224,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa?fromCityId=646&toCityId=210&fromCityName=Solapur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 800,28 Seats available,2.9
225,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa?fromCityId=646&toCityId=210&fromCityName=Solapur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),23:30,07:30,08h 00m,INR 2050,27 Seats available,No rating
226,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa?fromCityId=646&toCityId=210&fromCityName=Solapur&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),23:30,08:00,08h 30m,INR 2050,27 Seats available,No rating
227,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,INR 420,27 Seats available,3.6
228,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Neeta tours and travels,AC Sleeper (2+1),12:30,19:00,06h 30m,INR 499,17 Seats available,3.4
229,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Hans Travels (I) Private Limited,A/C Sleeper (2+1),12:30,18:50,06h 20m,INR 600,24 Seats available,3.1
230,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Shri Ganesh Travels,A/C Seater (2+2),14:00,20:00,06h 00m,INR 999,31 Seats available,3.2
231,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Asmat Travels,Non AC Seater (2+2),14:30,20:30,06h 00m,INR 500,34 Seats available,3.1
232,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Vaibhav Travels,A/C Sleeper (2+1),16:00,23:00,07h 00m,285,33 Seats available,3.4
233,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:30,23:40,06h 10m,INR 660,23 Seats available,3.3
234,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:30,00:45,06h 15m,INR 606,23 Seats available,4.5
235,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,INR 449,24 Seats available,4.5
236,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),19:00,01:45,06h 45m,INR 660,24 Seats available,4.1
237,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,PSR Travels Goa,A/C Sleeper (2+1),19:15,01:00,05h 45m,INR 699,23 Seats available,3.5
238,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),19:30,01:10,05h 40m,INR 606,22 Seats available,4.9
239,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Zingbus Plus,VE A/C Sleeper (2+1),19:40,01:45,06h 05m,540,26 Seats available,4.7
240,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,01:40,05h 40m,INR 599,27 Seats available,4.6
241,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,INR 350,49 Seats available,4.3
242,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,570,24 Seats available,3.6
243,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,03:15,07h 15m,INR 519,27 Seats available,4.7
244,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Shreyash Travels,A/C Sleeper (2+1),20:00,01:00,05h 00m,477,22 Seats available,3.2
