,route,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
1519,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Jabbar Travels,Scania AC Multi Axle Sleeper (2+1),22:30,04:00,05h 30m,INR 900,15 Seats available,4.0
1520,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),23:30,05:30,06h 00m,INR 999,27 Seats available,4.0
1521,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,IRA Travels,A/C Sleeper (2+1),21:45,03:00,05h 15m,INR 1159,14 Seats available,3.9
1522,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Intercity travels,Bharat Benz A/C Sleeper (2+1),23:30,05:15,05h 45m,INR 1099,26 Seats available,3.8
1523,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:00,23:45,05h 45m,INR 1000,26 Seats available,3.8
1524,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,04:00,08h 00m,INR 1110,29 Seats available,3.6
1525,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:00,22:00,09h 00m,INR 1399,21 Seats available,3.6
1526,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Vikram Travels,A/C Sleeper (2+1),19:40,03:00,07h 20m,INR 899,16 Seats available,3.6
1527,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:15,04:30,05h 15m,INR 1899,29 Seats available,5.0
1528,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),23:00,04:50,05h 50m,INR 765,30 Seats available,4.3
1529,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30,23:00,05h 30m,1852,25 Seats available,3.4
1530,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),22:30,05:00,06h 30m,1282,23 Seats available,3.4
1531,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sudheer Travels,NON A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 940,18 Seats available,3.1
1532,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,SR Tours and Travels,A/C Sleeper (2+1),19:50,02:00,06h 10m,INR 1499,27 Seats available,3.3
1533,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,04:31,07h 01m,INR 1050,33 Seats available,3.2
1534,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),17:45,03:20,09h 35m,INR 1050,21 Seats available,3.2
1535,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),23:55,06:30,06h 35m,863,29 Seats available,4.5
1536,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,01:30,06h 00m,INR 1080,28 Seats available,3.1
1537,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Balaji Transports,A/C Sleeper (2+1),21:50,05:30,07h 40m,INR 1300,26 Seats available,3.9
1538,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,RAVINA TRAVELS,A/C Sleeper (2+1),19:00,01:15,06h 15m,899,19 Seats available,3.0
1539,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),22:05,03:30,05h 25m,INR 1100,23 Seats available,3.0
1540,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,23:59,05h 59m,INR 1100,37 Seats available,3.0
1541,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,S.L Travels,A/C Sleeper (2+1),22:00,04:45,06h 45m,INR 1100,32 Seats available,3.0
1542,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:00,04:15,05h 15m,INR 1160,11 Seats available,3.0
1543,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours and Travels Grand,A/C Sleeper (2+1),22:20,03:30,05h 10m,INR 1100,26 Seats available,3.0
1544,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:00,04:30,07h 30m,INR 950,20 Seats available,3.0
1545,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),13:45,23:30,09h 45m,INR 1000,27 Seats available,3.0
1546,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,S.L Travels,NON A/C Sleeper (2+1),22:15,04:00,05h 45m,INR 850,25 Seats available,3.0
1547,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Bmcc Travels,A/C Sleeper (2+1),23:45,05:30,05h 45m,1188,27 Seats available,3.1
1548,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:00,07h 30m,INR 1130,33 Seats available,3.8
1549,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),19:46,03:45,07h 59m,570,31 Seats available,2.8
1550,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,04:35,06h 35m,INR 720,29 Seats available,2.8
1551,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,03:30,07h 30m,1114,29 Seats available,2.8
1552,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,National travels,A/C Sleeper (2+1),23:25,05:15,05h 50m,INR 1400,22 Seats available,1.5
1553,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),11:00,18:00,07h 00m,INR 650,34 Seats available,2.5
1554,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,INR 1050,29 Seats available,1.7
1555,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,VSR Tours and Travels,A/C Sleeper (2+1),18:20,03:30,09h 10m,INR 799,28 Seats available,4.6
1556,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Delta Transports Pvt Ltd,Bharat Benz A/C Sleeper (2+1),19:15,01:00,05h 45m,1400,29 Seats available,4.7
1557,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Om Sri Vinayaka Travels,Non A/C Seater / Sleeper (2+1),18:45,02:15,07h 30m,INR 900,10 Seats available,4.4
1558,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:50,05:45,07h 55m,INR 660,33 Seats available,4.3
1559,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),23:50,05:30,05h 40m,INR 2400,9 Seats available,4.3
1560,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,S L TRAVELS,NON A/C Sleeper (2+1),19:00,03:45,08h 45m,INR 740,14 Seats available,4.1
1561,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Jabbar Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,04:00,05h 15m,INR 600,30 Seats available,4.0
1562,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),00:05,06:00,05h 55m,765,35 Seats available,2.2
1563,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Jabbar Travels,VE A/C Sleeper (2+1),21:45,03:45,06h 00m,INR 942,17 Seats available,4.0
1564,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Bharathi Tours And Travels(HYD),A/C Sleeper (2+1),20:00,03:30,07h 30m,713,26 Seats available,4.0
1565,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Tranzindia Travels,Non A/C Seater / Sleeper (2+1),20:00,04:30,08h 30m,INR 549,23 Seats available,2.2
1566,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,SKYLITE TRAVELS,A/C Sleeper (2+1),21:30,04:00,06h 30m,INR 1400,9 Seats available,3.9
1567,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,IRA Travels,A/C Sleeper (2+1),21:45,03:00,05h 15m,INR 2699,36 Seats available,3.9
1568,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:45,03:45,06h 00m,INR 990,25 Seats available,1.5
1569,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),21:30,03:00,05h 30m,INR 1090,25 Seats available,1.5
1570,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),21:15,04:15,07h 00m,INR 1290,25 Seats available,1.5
1571,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),18:30,01:40,07h 10m,INR 1090,29 Seats available,1.5
1572,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,NON A/C Sleeper (2+1),22:00,05:00,07h 00m,INR 750,30 Seats available,1.5
1573,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:55,04:55,07h 00m,INR 990,20 Seats available,1.5
1574,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Intercity travels,A/C Sleeper (2+1),20:30,02:30,06h 00m,INR 2599,36 Seats available,3.8
1575,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,SRI SAI MURALI KRISHNA TRAVELS,A/C Sleeper (2+1),19:25,03:40,08h 15m,924,30 Seats available,3.2
1576,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Saleem Travels,NON A/C Seater Push Back (2+2),20:30,03:30,07h 00m,INR 650,29 Seats available,3.1
1577,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,S.L Travels,Non A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,INR 1000,22 Seats available,3.0
1578,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Bmcc Travels,A/C Sleeper (2+1),18:00,02:30,08h 30m,949,27 Seats available,2.7
1579,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Bmcc Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:15,05:35,07h 20m,INR 649,34 Seats available,2.7
1580,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Bmcc Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:15,04:00,06h 45m,1424,31 Seats available,2.7
1581,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,DHANUNJAYA TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:35,05:36,07h 01m,INR 577,30 Seats available,2.5
1582,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Tranzindia Travels,NON A/C Sleeper (2+1),19:15,04:30,09h 15m,INR 749,14 Seats available,2.2
1583,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,ISRTC BUS,A/C Sleeper (2+1),22:15,04:05,05h 50m,INR 1390,23 Seats available,2.0
1584,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Sri Megha Travels,Non A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,INR 499,34 Seats available,1.9
1585,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur?fromCityId=124&toCityId=121&fromCityName=Hyderabad&toCityName=Anantapur%20(andhra%20pradesh)&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:00,03:30,05h 30m,INR 1190,29 Seats available,1.5
1586,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8270,RAJDHANI (A.C. Semi Sleeper),10:00,13:45,03h 45m,INR 297,28 Seats available,3.9
1587,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,13:45,03h 15m,INR 245,34 Seats available,4.1
1588,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,16:55,03h 15m,INR 245,31 Seats available,4.5
1589,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:00,03h 00m,INR 245,31 Seats available,3.9
1590,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8276,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,17:30,03h 00m,INR 245,31 Seats available,3.9
1591,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 7433,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,19:15,03h 00m,INR 245,31 Seats available,1.0
1592,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:00,03h 30m,INR 245,32 Seats available,2.4
1593,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 7437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,21:30,02h 30m,INR 245,31 Seats available,3.4
1594,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal?fromCityId=124&toCityId=95479&fromCityName=Hyderabad&toCityName=Warangal&busType=Any&onward=22-Jul-2024,TSRTC - 8266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,22:00,03h 00m,INR 245,30 Seats available,3.9
