,route-collected,route,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
0,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Chandigarh Transport Undertaking (CTU) - 165720,HVAC Seater (2+3),24-Jul,15:30,21:05,05h 35m,INR 404.76,47 Seats available,3.7
1,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Chandigarh Transport Undertaking (CTU) - 165722,HVAC Seater (2+3),24-Jul,16:30,22:05,05h 35m,INR 404.76,47 Seats available,3.4
2,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Chandigarh Transport Undertaking (CTU) - 165724,HVAC Seater (2+3),24-Jul,17:00,22:35,05h 35m,INR 404.76,47 Seats available,3.5
3,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Chandigarh Transport Undertaking (CTU) - 165726,HVAC Seater (2+3),24-Jul,17:30,23:05,05h 35m,INR 404.76,46 Seats available,4.4
4,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,13:40,19:30,05h 50m,416,10 Seats available,4.4
5,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,13:55,18:30,04h 35m,348,14 Seats available,3.2
6,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,14:30,20:00,05h 30m,361,32 Seats available,3.3
7,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,15:30,21:00,05h 30m,348,34 Seats available,3.8
8,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,16:00,21:10,05h 10m,404,24 Seats available,3.5
9,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,16:30,21:55,05h 25m,348,28 Seats available,3.6
10,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,17:15,23:20,06h 05m,462,30 Seats available,3.4
11,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,17:30,22:55,05h 25m,348,32 Seats available,4.2
12,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,18:30,23:55,05h 25m,348,39 Seats available,4.2
13,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,20:00,01:20,05h 20m,348,36 Seats available,4.1
14,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:00,03:15,05h 15m,348,38 Seats available,4.3
15,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:30,03:55,05h 25m,404,30 Seats available,3.8
16,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,23:00,04:30,05h 30m,474,47 Seats available,4.3
17,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:00,04:15,05h 15m,363,36 Seats available,4.0
18,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,23:00,04:20,05h 20m,569,16 Seats available,4.4
19,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),24-Jul,23:15,04:00,04h 45m,444,10 Seats available,4.5
20,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,23:30,04:30,05h 00m,569,31 Seats available,4.8
21,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,23:35,04:30,04h 55m,INR 399,49 Seats available,4.7
22,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,23:40,04:45,05h 05m,INR 350,30 Seats available,4.6
23,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:45,05:00,05h 15m,361,37 Seats available,4.0
24,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),24-Jul,23:45,04:35,04h 50m,471,30 Seats available,4.7
25,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,City Land Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,23:45,04:25,04h 40m,INR 448,37 Seats available,3.1
26,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Khurana Bus Service,Volvo A/C (2+2),24-Jul,20:50,02:40,05h 50m,INR 400,30 Seats available,2.8
27,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Khurana Bus Service,Volvo A/C (2+2),24-Jul,21:10,02:40,05h 30m,400,31 Seats available,2.6
28,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Reo India Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,23:59,04:20,04h 21m,567,8 Seats available,2.9
29,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,23:45,04:10,04h 25m,INR 700,23 Seats available,3.1
30,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,05:45,05h 50m,765,5 Seats available,3.8
31,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,05:30,05h 35m,765,31 Seats available,3.8
32,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,04:45,04h 50m,INR 873,31 Seats available,3.5
33,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,05:45,05h 50m,INR 873,35 Seats available,3.5
34,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,04:45,04h 50m,INR 873,33 Seats available,3.5
35,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,23:55,05:45,05h 50m,INR 873,33 Seats available,3.5
36,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),24-Jul,16:30,22:30,06h 00m,INR 1799,25 Seats available,2.0
37,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,City Land Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,18:50,23:45,04h 55m,853,16 Seats available,1.8
38,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi?fromCityId=833&toCityId=733&fromCityName=Chandigarh&toCityName=Delhi&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),24-Jul,23:55,04:00,04h 05m,INR 1999,41 Seats available,2.5
39,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 562,Ordinary 3+2 Non AC Seater,24-Jul,15:15,21:10,05h 55m,INR 285,36 Seats available,3.9
40,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 521,Ordinary 3+2 Non AC Seater,24-Jul,16:40,22:20,05h 40m,INR 265,37 Seats available,3.9
41,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 526,Ordinary 3+2 Non AC Seater,24-Jul,17:00,23:00,06h 00m,INR 270,37 Seats available,3.9
42,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 517,Ordinary 3+2 Non AC Seater,24-Jul,17:35,23:20,05h 45m,INR 285,37 Seats available,3.9
43,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 586,Ordinary 3+2 Non AC Seater,24-Jul,17:40,22:30,04h 50m,INR 265,37 Seats available,3.9
44,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 532,Ordinary 3+2 Non AC Seater,24-Jul,17:59,23:40,05h 41m,INR 270,27 Seats available,3.9
45,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 534,Ordinary 3+2 Non AC Seater,24-Jul,18:05,23:15,05h 10m,INR 285,37 Seats available,3.9
46,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 530,Ordinary 3+2 Non AC Seater,24-Jul,18:20,23:50,05h 30m,INR 270,37 Seats available,3.9
47,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 587,Ordinary 3+2 Non AC Seater,24-Jul,18:25,23:00,04h 35m,INR 265,37 Seats available,3.9
48,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 537,Ordinary 3+2 Non AC Seater,24-Jul,18:30,00:01,05h 31m,INR 285,34 Seats available,3.9
49,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 538,Ordinary 3+2 Non AC Seater,24-Jul,18:31,01:30,06h 59m,INR 280,36 Seats available,3.9
50,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 590,A/C Executive (2+3),24-Jul,19:00,00:10,05h 10m,INR 375,41 Seats available,3.9
51,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 540,Ordinary 3+2 Non AC Seater,24-Jul,19:00,00:05,05h 05m,INR 285,37 Seats available,3.9
52,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 541,Ordinary 3+2 Non AC Seater,24-Jul,19:14,00:30,05h 16m,INR 285,37 Seats available,3.9
53,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 549,A/C Executive (2+3),24-Jul,19:25,00:40,05h 15m,INR 380,41 Seats available,3.9
54,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 548,Ordinary 3+2 Non AC Seater,24-Jul,19:31,00:40,05h 09m,INR 280,28 Seats available,3.9
55,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 545,Ordinary 3+2 Non AC Seater,24-Jul,19:32,00:20,04h 48m,INR 270,37 Seats available,3.9
56,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 550,Ordinary 3+2 Non AC Seater,24-Jul,19:40,01:10,05h 30m,INR 285,37 Seats available,3.9
57,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 301,Ordinary 3+2 Non AC Seater,24-Jul,19:43,00:20,04h 37m,INR 280,27 Seats available,3.9
58,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 553,Ordinary 3+2 Non AC Seater,24-Jul,19:50,01:10,05h 20m,INR 285,30 Seats available,3.9
59,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 556,Ordinary 3+2 Non AC Seater,24-Jul,20:10,01:30,05h 20m,INR 285,23 Seats available,3.9
60,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,20:15,01:20,05h 05m,INR 523,35 Seats available,3.9
61,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 557,Ordinary 3+2 Non AC Seater,24-Jul,20:15,01:30,05h 15m,INR 285,33 Seats available,3.9
62,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,20:42,02:20,05h 38m,INR 523,21 Seats available,3.9
63,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 563,Ordinary 3+2 Non AC Seater,24-Jul,20:50,02:15,05h 25m,INR 280,37 Seats available,3.9
64,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 591,A/C Executive (2+3),24-Jul,21:00,03:00,06h 00m,INR 385,42 Seats available,3.9
65,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,21:03,02:30,05h 27m,INR 513,27 Seats available,3.9
66,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 574,Ordinary 3+2 Non AC Seater,24-Jul,21:14,01:50,04h 36m,INR 270,34 Seats available,3.9
67,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 568,Ordinary 3+2 Non AC Seater,24-Jul,21:30,04:05,06h 35m,INR 285,39 Seats available,3.9
68,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 571,Ordinary 3+2 Non AC Seater,24-Jul,21:40,02:30,04h 50m,INR 280,34 Seats available,3.9
69,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 577,A/C Executive (2+3),24-Jul,21:40,02:40,05h 00m,INR 280,29 Seats available,5.0
70,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,21:50,04:00,06h 10m,INR 513,34 Seats available,3.9
71,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 527,Ordinary 3+2 Non AC Seater,24-Jul,22:05,03:00,04h 55m,INR 281,37 Seats available,3.9
72,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 578,Ordinary 3+2 Non AC Seater,24-Jul,22:10,03:40,05h 30m,INR 280,37 Seats available,2.5
73,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,23:00,04:30,05h 30m,INR 523,25 Seats available,3.9
74,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 582,Ordinary 3+2 Non AC Seater,24-Jul,23:05,04:40,05h 35m,INR 285,37 Seats available,4.6
75,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,23:20,04:30,05h 10m,INR 528,28 Seats available,4.4
76,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 60,Himsuta AC Seater Volvo/Scania 2+2,24-Jul,23:40,04:40,05h 00m,INR 523,34 Seats available,4.7
77,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HRTC - 564,Ordinary 3+2 Non AC Seater,24-Jul,23:40,05:40,06h 00m,INR 280,37 Seats available,3.9
78,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,RSRTC - 183801,Express Non AC Seater 2+3,24-Jul,15:30,21:00,05h 30m,INR 320,42 Seats available,3.7
79,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,13:45,18:25,04h 40m,380,9 Seats available,3.9
80,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,14:30,19:35,05h 05m,380,21 Seats available,3.5
81,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,AdCity Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,18:40,00:00,05h 20m,540,39 Seats available,3.6
