,route-collected,route,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
187,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,23:40,05:05,05h 25m,445,33 Seats available,4.4
188,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:55,05:10,05h 15m,380,41 Seats available,4.1
189,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),24-Jul,23:55,04:25,04h 30m,INR 500,48 Seats available,4.1
190,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,23:55,04:15,04h 20m,495,32 Seats available,3.9
191,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),24-Jul,23:55,04:10,04h 15m,INR 500,48 Seats available,3.3
192,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,15:30,20:20,04h 50m,INR 595,37 Seats available,2.6
193,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,15:30,21:30,06h 00m,539,39 Seats available,No rating
194,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,16:30,22:30,06h 00m,495,31 Seats available,2.8
195,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,17:00,23:00,06h 00m,539,39 Seats available,No rating
196,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),24-Jul,17:30,23:15,05h 45m,509,43 Seats available,2.0
197,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,17:35,22:25,04h 50m,INR 595,39 Seats available,2.6
198,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,18:00,23:50,05h 50m,INR 538,30 Seats available,1.9
199,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,18:15,23:50,05h 35m,585,31 Seats available,1.9
200,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Zakir Flights,Volvo A/C Semi Sleeper (2+2),24-Jul,18:30,00:30,06h 00m,541,29 Seats available,2.9
201,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Travel hub,Volvo A/C Semi Sleeper (2+2),24-Jul,18:45,01:50,07h 05m,585,32 Seats available,2.6
202,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Cab India Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,19:20,01:00,05h 40m,600,41 Seats available,2.8
203,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),24-Jul,19:25,01:05,05h 40m,495,35 Seats available,2.8
204,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),24-Jul,19:30,01:00,05h 30m,617,37 Seats available,2.4
205,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),24-Jul,19:30,01:15,05h 45m,INR 599,23 Seats available,2.8
206,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),24-Jul,19:40,00:45,05h 05m,508,29 Seats available,2.8
207,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),24-Jul,20:10,01:15,05h 05m,508,39 Seats available,2.8
208,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Northern Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,20:30,01:15,04h 45m,INR 500,35 Seats available,2.6
209,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,A/C Seater/Sleeper (2+1),24-Jul,20:30,01:50,05h 20m,INR 548,30 Seats available,2.1
210,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,20:30,01:20,04h 50m,INR 599,39 Seats available,2.6
211,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,20:30,02:30,06h 00m,539,36 Seats available,No rating
212,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,SHAH HOLIDAY TRAVEL,Bharat Benz A/C Seater / Sleeper (2+2),24-Jul,21:00,03:00,06h 00m,INR 434,29 Seats available,2.7
213,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),24-Jul,21:00,02:45,05h 45m,INR 499,34 Seats available,2.8
214,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,21:00,02:30,05h 30m,542,46 Seats available,1.8
215,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Travel hub,Volvo A/C Semi Sleeper (2+2),24-Jul,21:30,04:05,06h 35m,584,21 Seats available,2.6
216,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,RK Holiday,A/C Seater / Sleeper (2+2),24-Jul,22:10,03:10,05h 00m,527,32 Seats available,2.9
217,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Big Bus,A/C Seater / Sleeper (2+2),24-Jul,22:30,02:50,04h 20m,INR 599,40 Seats available,2.6
218,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),24-Jul,22:30,04:30,06h 00m,539,38 Seats available,No rating
219,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),24-Jul,18:00,23:29,05h 29m,INR 699,24 Seats available,3.4
220,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,18:00,23:30,05h 30m,712,34 Seats available,3.8
221,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,18:30,22:45,04h 15m,674,37 Seats available,4.5
222,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),24-Jul,18:30,01:00,06h 30m,INR 646,24 Seats available,5.0
223,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,19:00,00:15,05h 15m,675,25 Seats available,3.8
224,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,19:00,00:00,05h 00m,630,41 Seats available,4.5
225,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),24-Jul,19:00,00:20,05h 20m,INR 849,2 Seats available,4.1
226,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),24-Jul,19:00,23:40,04h 40m,INR 1649,41 Seats available,4.0
227,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,19:15,00:30,05h 15m,675,25 Seats available,3.8
228,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,19:25,01:40,06h 15m,INR 759,31 Seats available,4.3
229,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),24-Jul,19:30,00:50,05h 20m,INR 1649,29 Seats available,4.0
230,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Metahills holidays,Scania A/C Semi Sleeper (2+2),24-Jul,19:30,23:51,04h 21m,1350,31 Seats available,3.5
231,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,19:30,00:45,05h 15m,720,27 Seats available,3.8
232,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),24-Jul,19:30,01:15,05h 45m,INR 1499,4 Seats available,No rating
233,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,19:30,01:45,06h 15m,INR 756,23 Seats available,4.3
234,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Kedara Bus,A/C Seater / Sleeper (2+1),24-Jul,19:35,01:30,05h 55m,760,24 Seats available,4.1
235,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),24-Jul,19:40,23:50,04h 10m,INR 849,31 Seats available,3.5
236,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),24-Jul,20:00,23:59,03h 59m,INR 849,33 Seats available,3.5
237,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,20:00,01:15,05h 15m,720,27 Seats available,3.8
238,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),24-Jul,20:00,01:29,05h 29m,INR 699,12 Seats available,3.4
239,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,20:00,01:05,05h 05m,630,20 Seats available,4.8
240,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ashok Bus Service,A/C Seater / Sleeper (2+2),24-Jul,20:00,02:15,06h 15m,INR 699,52 Seats available,3.6
241,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,20:00,02:25,06h 25m,INR 665,28 Seats available,4.3
242,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,20:00,01:30,05h 30m,665,20 Seats available,4.8
243,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,20:15,01:45,05h 30m,630,17 Seats available,4.7
244,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Apex Bus Travels,A/C Seater / Sleeper (2+2),24-Jul,20:30,01:00,04h 30m,699,38 Seats available,3.4
245,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,20:30,01:30,05h 00m,665,27 Seats available,4.9
246,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,20:30,01:10,04h 40m,694,23 Seats available,5.0
247,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),24-Jul,21:00,02:45,05h 45m,900,29 Seats available,3.8
248,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Metahills holidays,Scania A/C Semi Sleeper (2+2),24-Jul,21:00,01:21,04h 21m,2250,26 Seats available,3.5
249,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Awadh Travels,A/C Sleeper (2+2),24-Jul,21:10,02:30,05h 20m,809,36 Seats available,4.0
250,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,21:20,02:00,04h 40m,675,9 Seats available,4.5
251,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),24-Jul,21:25,02:35,05h 10m,657,33 Seats available,4.0
252,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,21:30,02:30,05h 00m,950,27 Seats available,4.9
253,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),24-Jul,21:30,02:30,05h 00m,674,27 Seats available,4.4
254,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ashok Bus Service,A/C Seater / Sleeper (2+2),24-Jul,21:45,03:30,05h 45m,INR 699,52 Seats available,3.6
255,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),24-Jul,21:45,03:30,05h 45m,INR 799,14 Seats available,4.1
256,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,21:50,04:45,06h 55m,648,32 Seats available,4.4
257,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),24-Jul,21:50,04:55,07h 05m,648,32 Seats available,4.8
258,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,22:00,02:30,04h 30m,INR 699,48 Seats available,4.2
259,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,22:00,03:10,05h 10m,722,33 Seats available,4.8
260,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Kedara Bus,Volvo A/C Semi Sleeper (2+2),24-Jul,22:15,03:45,05h 30m,759,41 Seats available,4.1
261,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),24-Jul,22:30,03:45,05h 15m,712,27 Seats available,4.6
262,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,22:30,04:00,05h 30m,1033,30 Seats available,3.6
263,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),24-Jul,23:00,04:25,05h 25m,648,37 Seats available,4.2
264,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),24-Jul,23:00,04:40,05h 40m,990,41 Seats available,3.6
265,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,PRAKASH TOURISM,A/C Seater / Sleeper (2+2),24-Jul,18:05,22:05,04h 00m,INR 1200,46 Seats available,No rating
266,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Heera Himachal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),24-Jul,18:30,01:00,06h 30m,INR 899,32 Seats available,1.7
267,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),24-Jul,19:00,22:20,03h 20m,INR 2199,49 Seats available,2.5
268,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Shree Balaji Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,19:20,00:20,05h 00m,INR 1699,32 Seats available,2.9
269,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),24-Jul,19:30,00:26,04h 56m,INR 999,17 Seats available,2.5
270,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh?fromCityId=733&toCityId=833&fromCityName=Delhi&toCityName=Chandigarh&busType=Any&onward=23-Jul-2024,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),24-Jul,19:30,01:30,06h 00m,INR 799,41 Seats available,2.3
