,Unnamed: 0,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
535,535,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,22:55,05:15,06h 20m,INR 500,41 Seats available,3.1
536,536,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,09:30,17:10,07h 40m,384,33 Seats available,3.7
537,537,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Nani Svkdt Travels,A/C Sleeper (2+1),24-Jul,23:20,04:25,05h 05m,696,24 Seats available,3.3
538,538,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Atluri Travels,NON A/C Hi-Tech (2+2),24-Jul,21:20,04:20,07h 00m,INR 400,29 Seats available,4.3
539,539,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,22:55,04:45,05h 50m,INR 400,39 Seats available,3.0
540,540,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Nani Svkdt Travels,A/C Sleeper (2+1),24-Jul,23:20,04:30,05h 10m,696,24 Seats available,3.4
541,541,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,19:05,03:00,07h 55m,INR 665,41 Seats available,4.9
542,542,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,19:45,03:55,08h 10m,INR 400,40 Seats available,3.0
543,543,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,23:20,05:25,06h 05m,INR 890,29 Seats available,3.2
544,544,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,20:40,03:30,06h 50m,INR 897,26 Seats available,5.0
545,545,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,22:15,04:25,06h 10m,INR 400,42 Seats available,3.4
546,546,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,PRK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:13,05:25,07h 12m,INR 449,38 Seats available,3.8
547,547,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:22,04:30,06h 08m,INR 500,28 Seats available,3.5
548,548,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,23:00,05:00,06h 00m,INR 400,33 Seats available,3.2
549,549,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),24-Jul,22:18,04:05,05h 47m,INR 750,27 Seats available,3.4
550,550,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),24-Jul,23:00,04:45,05h 45m,INR 700,36 Seats available,3.1
551,551,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),24-Jul,22:21,04:35,06h 14m,INR 820,22 Seats available,4.4
552,552,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:25,04:30,06h 05m,INR 560,31 Seats available,3.9
553,553,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:20,05:30,07h 10m,INR 450,31 Seats available,3.9
554,554,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Prasanna Travels,A/C Seater / Sleeper (2+1),24-Jul,23:40,05:35,05h 55m,INR 450,23 Seats available,3.0
555,555,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),24-Jul,17:15,23:50,06h 35m,INR 800,36 Seats available,3.0
556,556,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,21:30,04:00,06h 30m,INR 500,26 Seats available,3.1
557,557,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,SLGT Travels,A/C Seater/Sleeper (2+1),24-Jul,22:30,04:30,06h 00m,428,30 Seats available,No rating
558,558,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),24-Jul,20:35,02:45,06h 10m,855,27 Seats available,No rating
559,559,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,YNR Travels,A/C Sleeper (2+1),24-Jul,00:20,06:10,05h 50m,2850,32 Seats available,No rating
560,560,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),24-Jul,19:10,16:00,20h 50m,INR 550,37 Seats available,No rating
561,561,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sudha Sri Tours and Travels,A/C Sleeper (2+1),24-Jul,22:55,04:00,05h 05m,INR 500,30 Seats available,3.3
562,562,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Eswar Travels,A/C Seater / Sleeper (2+1),24-Jul,22:25,04:30,06h 05m,INR 549,30 Seats available,3.2
563,563,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:10,04:30,06h 20m,INR 500,39 Seats available,3.4
564,564,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),24-Jul,22:20,04:40,06h 20m,INR 800,33 Seats available,3.1
565,565,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Go Tour Travels and Holidays,A/C Sleeper (2+1),24-Jul,22:48,04:15,05h 27m,INR 790,27 Seats available,3.7
566,566,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Royal Varma Travels,A/C Sleeper (2+1),24-Jul,22:37,04:45,06h 08m,INR 1080,32 Seats available,3.8
567,567,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:00,04:35,05h 35m,INR 399,32 Seats available,3.4
568,568,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Sleeper (2+1),24-Jul,19:30,02:00,06h 30m,INR 600,36 Seats available,4.2
569,569,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Keerthana Sai Travels,A/C Sleeper (2+1),24-Jul,14:45,23:45,09h 00m,637,28 Seats available,5.0
570,570,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,LVP Travels,A/C Seater / Sleeper (2+1),24-Jul,22:00,04:20,06h 20m,INR 560,31 Seats available,3.6
571,571,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Pavan Tours and Travels,A/C Sleeper (2+1),24-Jul,23:00,04:55,05h 55m,419,27 Seats available,4.4
572,572,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Chandu Travels,A/C Seater / Sleeper (2+1),24-Jul,23:05,04:30,05h 25m,437,29 Seats available,3.2
573,573,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sitara Travels,NON A/C Push Back (2+2),24-Jul,22:40,04:00,05h 20m,INR 399,24 Seats available,4.0
574,574,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Sleeper (2+1),24-Jul,22:55,05:15,06h 20m,INR 600,28 Seats available,2.8
575,575,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:40,04:15,05h 35m,INR 555,36 Seats available,4.3
576,576,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,SAMANVI CITICONNECT,A/C Sleeper (2+1),24-Jul,22:25,04:20,05h 55m,INR 749,32 Seats available,4.0
577,577,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),24-Jul,22:40,04:45,06h 05m,INR 550,25 Seats available,3.3
578,578,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,16:40,00:20,07h 40m,INR 892,34 Seats available,4.3
579,579,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Navayuga Travels,NON AC Seater / Sleeper 2+1,24-Jul,22:30,04:10,05h 40m,INR 499,35 Seats available,4.2
580,580,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:30,04:05,06h 35m,INR 460,38 Seats available,3.9
581,581,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Venkteshwara Travels,A/C Sleeper (2+1),24-Jul,05:45,10:45,05h 00m,369,22 Seats available,2.5
582,582,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,BSR Tours And Travels,A/C Sleeper (2+1),24-Jul,22:00,04:00,06h 00m,INR 880,24 Seats available,3.7
583,583,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:44,03:35,04h 51m,INR 449,33 Seats available,3.3
584,584,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,LVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:13,04:55,06h 42m,INR 450,39 Seats available,3.5
585,585,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai Srinivasa Travels,A/C Sleeper (2+1),24-Jul,22:35,04:15,05h 40m,INR 800,23 Seats available,3.7
586,586,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Tirumala Travels,A/C Sleeper (2+1),24-Jul,22:08,04:30,06h 22m,647,28 Seats available,4.0
587,587,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Siri Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,18:35,02:10,07h 35m,INR 560,31 Seats available,3.7
588,588,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,05:40,11:35,05h 55m,INR 770,25 Seats available,2.5
589,589,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:20,04:45,06h 25m,INR 560,31 Seats available,3.1
590,590,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,22:55,04:45,05h 50m,INR 700,24 Seats available,2.5
591,591,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Srivastav Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:35,05:00,06h 25m,INR 369,36 Seats available,3.4
592,592,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,23:05,04:55,05h 50m,INR 890,30 Seats available,3.0
593,593,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,22:35,04:30,05h 55m,441,32 Seats available,3.1
594,594,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Sleeper (2+1),24-Jul,23:05,04:45,05h 40m,INR 600,26 Seats available,2.9
595,595,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri Rama Travels,A/C Seater / Sleeper (2+1),24-Jul,22:25,04:15,05h 50m,INR 610,31 Seats available,3.9
596,596,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,KKaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,18:15,02:00,07h 45m,504,27 Seats available,3.1
597,597,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),24-Jul,23:00,05:00,06h 00m,INR 900,36 Seats available,2.7
598,598,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:00,05:30,06h 30m,INR 3000,40 Seats available,2.8
599,599,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Siri Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,18:40,02:40,08h 00m,INR 555,30 Seats available,3.3
600,600,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,15:10,23:05,07h 55m,INR 799,31 Seats available,3.7
601,601,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,19:45,03:30,07h 45m,INR 500,39 Seats available,3.3
602,602,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,23:05,05:00,05h 55m,INR 790,29 Seats available,2.8
603,603,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,19:45,03:55,08h 10m,INR 400,38 Seats available,2.6
604,604,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=23-Jul-2024,Mayuri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:10,04:00,05h 50m,INR 560,35 Seats available,3.5
