,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
4189,4189,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3679,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,05:30,15:05,09h 35m,661,33,3.8
4190,4190,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3661,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:15,16:30,10h 15m,661,33,3.8
4191,4191,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3949,Express(Non AC Seater),24-Jul,06:25,18:15,11h 50m,525,47,3.8
4192,4192,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5147,Express(Non AC Seater),24-Jul,06:45,16:30,09h 45m,510,47,3.8
4193,4193,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9558,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,07:35,17:35,10h 00m,686,33,3.8
4194,4194,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3675,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,08:00,17:05,09h 05m,661,12,3.8
4195,4195,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3868,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,08:10,19:10,11h 00m,686,34,3.8
4196,4196,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3663,Express(Non AC Seater),24-Jul,08:10,18:00,09h 50m,510,30,3.8
4197,4197,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3945,Express(Non AC Seater),24-Jul,08:10,19:30,11h 20m,525,39,3.8
4198,4198,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3813,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,09:05,19:00,09h 55m,661,33,3.8
4199,4199,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9192,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,09:15,18:15,09h 00m,661,33,3.8
4200,4200,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47140,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,10:00,17:45,07h 45m,1016,32,3.5
4201,4201,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47567,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:15,19:15,09h 00m,661,25,3.8
4202,4202,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:30,21:30,11h 00m,661,26,3.8
4203,4203,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3924,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:30,20:00,09h 30m,661,33,3.8
4204,4204,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9193,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,11:00,20:00,09h 00m,661,33,3.8
4205,4205,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3898,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,11:50,21:00,09h 10m,661,30,3.8
4206,4206,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,12:45,22:45,10h 00m,661,31,2.6
4207,4207,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 2795,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,12:50,22:05,09h 15m,661,27,3.8
4208,4208,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3940,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,13:10,22:50,09h 40m,661,33,3.8
4209,4209,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9560,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:00,00:30,10h 30m,661,33,3.8
4210,4210,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3698,INDRA(A.C. Seater),24-Jul,14:00,22:15,08h 15m,800,33,3.8
4211,4211,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5363,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:15,00:15,10h 00m,661,33,3.8
4212,4212,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 35291,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:20,01:00,10h 40m,686,33,3.8
4213,4213,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 4021,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:05,01:45,10h 40m,684,33,3.8
4214,4214,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3816,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:25,01:55,10h 30m,686,33,3.8
4215,4215,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3671,INDRA(A.C. Seater),24-Jul,15:25,01:00,09h 35m,800,37,3.8
4216,4216,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5714,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:40,01:30,09h 50m,661,33,3.8
4217,4217,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3706,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:50,02:20,10h 30m,661,33,3.8
4218,4218,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 4019,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,16:25,03:15,10h 50m,684,26,3.8
4219,4219,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3669,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,16:45,03:15,10h 30m,661,31,2.2
4220,4220,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3870,VENNELA (A.C. SLEEPER),24-Jul,17:10,00:50,07h 40m,1184,16,3.8
4221,4221,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 35087,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,17:30,04:00,10h 30m,692,33,3.8
4222,4222,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3677,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:00,04:15,10h 15m,661,27,3.6
4223,4223,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,18:00,02:00,08h 00m,1016,41,4.2
4224,4224,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 4830,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:15,04:30,10h 15m,661,19,3.8
4225,4225,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3955,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:25,06:20,11h 55m,681,25,3.8
4226,4226,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47414,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:00,04:45,09h 45m,661,33,3.8
4227,4227,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3655,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:00,05:45,10h 45m,661,28,3.8
4228,4228,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 4848,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:15,04:45,09h 30m,661,25,3.8
4229,4229,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47278,INDRA(A.C. Seater),24-Jul,19:15,03:30,08h 15m,800,34,4.4
4230,4230,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3673,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:25,06:00,10h 35m,686,7,3.8
4231,4231,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,19:30,02:40,07h 10m,813,35,4.0
4232,4232,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3725,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:45,05:50,10h 05m,686,31,3.8
4233,4233,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3876,INDRA(A.C. Seater),24-Jul,20:10,04:30,08h 20m,800,31,3.6
4234,4234,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 4963,INDRA(A.C. Seater),24-Jul,20:15,05:55,09h 40m,800,36,4.4
4235,4235,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5409,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,20:30,04:30,08h 00m,661,25,3.9
4236,4236,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 2500,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:00,05:25,08h 25m,661,29,3.1
4237,4237,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47565,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:10,05:10,08h 00m,661,2,4.1
4238,4238,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3659,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:20,06:30,09h 10m,661,1,4.8
4239,4239,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3710,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:20,07:30,10h 10m,661,31,4.4
4240,4240,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5405,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:30,05:00,07h 30m,661,28,4.0
4241,4241,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47460,INDRA(A.C. Seater),24-Jul,21:35,05:30,07h 55m,800,26,3.7
4242,4242,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9378,INDRA(A.C. Seater),24-Jul,22:00,06:30,08h 30m,800,37,3.8
4243,4243,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3920,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:10,06:45,08h 35m,661,33,3.8
4244,4244,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 3999,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:15,08:25,10h 10m,661,31,2.9
4245,4245,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 2755,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:30,07:15,08h 45m,661,26,2.1
4246,4246,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47138,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,22:30,05:45,07h 15m,1016,39,4.3
4247,4247,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5407,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:35,07:35,09h 00m,661,33,2.2
4248,4248,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5413,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:00,08:00,09h 00m,661,33,3.5
4249,4249,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 47142,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,23:30,07:00,07h 30m,1016,44,4.2
4250,4250,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 5473,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:45,08:15,08h 30m,661,33,2.6
4251,4251,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,APSRTC - 9157,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,23:59,09:00,09h 01m,661,33,4.1
4252,4252,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:00,06:45,07h 45m,890,22,4.4
4253,4253,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sai Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,23:00,06:30,07h 30m,765,23,4.7
4254,4254,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,A/C Sleeper (2+1),24-Jul,20:20,04:00,07h 40m,1065,21,4.8
4255,4255,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,18:00,02:45,08h 45m,650,22,4.6
4256,4256,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,22:15,06:45,08h 30m,600,22,3.6
4257,4257,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),24-Jul,22:45,05:00,06h 15m,1100,28,3.5
4258,4258,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Srivari Travels,A/C Seater / Sleeper (2+1),24-Jul,19:30,03:55,08h 25m,770,26,4.1
4259,4259,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),24-Jul,21:30,05:00,07h 30m,675,36,3.2
4260,4260,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),24-Jul,19:30,03:00,07h 30m,1055,22,4.7
4261,4261,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,22:45,05:45,07h 00m,890,26,3.1
4262,4262,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,19:00,02:30,07h 30m,1290,18,4.5
4263,4263,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,19:50,03:20,07h 30m,1411,21,4.5
4264,4264,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Srivari Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:30,04:30,08h 00m,650,29,3.5
4265,4265,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),24-Jul,20:45,04:45,08h 00m,818,27,3.9
4266,4266,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,20:00,03:40,07h 40m,636,31,4.4
4267,4267,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,A/C Sleeper (2+1),24-Jul,20:00,04:25,08h 25m,1100,15,3.5
4268,4268,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,20:10,04:00,07h 50m,900,29,4.7
4269,4269,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),24-Jul,18:15,02:00,07h 45m,850,20,4.9
4270,4270,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,17:30,01:00,07h 30m,810,25,4.1
4271,4271,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,21:30,04:30,07h 00m,1090,26,3.7
