,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
4272,4272,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,CCC Bus,A/C Sleeper (2+1),24-Jul,19:55,03:30,07h 35m,799,18,4.6
4273,4273,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),24-Jul,15:50,23:55,08h 05m,1100,17,4.0
4274,4274,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Intercity travels,Bharat Benz A/C Sleeper (2+1),24-Jul,18:30,02:15,07h 45m,999,19,5.0
4275,4275,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Intercity travels,Bharat Benz A/C Sleeper (2+1),24-Jul,19:20,03:00,07h 40m,1011,21,4.3
4276,4276,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,NON A/C Sleeper (2+1),24-Jul,17:30,02:00,08h 30m,800,14,3.4
4277,4277,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),24-Jul,18:30,02:00,07h 30m,1090,26,4.1
4278,4278,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,Scania AC Multi Axle Sleeper (2+1),24-Jul,19:30,03:25,07h 55m,990,22,3.4
4279,4279,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Komitla Trans lines.,NON A/C Sleeper (2+1),24-Jul,22:30,05:00,06h 30m,1399,13,3.5
4280,4280,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,21:35,04:15,06h 40m,1275,10,4.6
4281,4281,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Vsaikrishna Travels,A/C Seater / Sleeper (2+1),24-Jul,23:00,08:00,09h 00m,650,42,2.5
4282,4282,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Navayuga Travels,A/C Sleeper (2+1),24-Jul,21:15,04:40,07h 25m,1330,26,3.8
4283,4283,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:50,06:30,08h 40m,555,30,3.4
4284,4284,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Abhishek Bus,A/C Sleeper (2+1),24-Jul,16:00,23:30,07h 30m,1049,25,3.9
4285,4285,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Komitla Trans lines.,NON A/C Sleeper (2+1),24-Jul,18:00,01:45,07h 45m,689,26,3.3
4286,4286,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Jagan Travels,A/C Sleeper (2+1),24-Jul,21:00,03:45,06h 45m,1289,12,3.6
4287,4287,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours and Travels Grand,A/C Sleeper (2+1),24-Jul,15:30,23:30,08h 00m,1000,30,2.8
4288,4288,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,20:15,04:30,08h 15m,955,27,3.7
4289,4289,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Navayuga Travels,A/C Sleeper (2+1),24-Jul,22:15,05:15,07h 00m,1450,23,3.9
4290,4290,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:30,04:30,08h 00m,630,38,2.8
4291,4291,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),24-Jul,19:30,03:30,08h 00m,765,30,3.3
4292,4292,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,V Kaveri Travels,VE A/C Sleeper (2+1),24-Jul,23:00,06:00,07h 00m,1500,15,3.3
4293,4293,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,18:30,02:15,07h 45m,905,18,3.6
4294,4294,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,A/C Sleeper (2+1),24-Jul,21:40,05:00,07h 20m,1000,23,2.9
4295,4295,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,A/C Sleeper (2+1),24-Jul,20:15,03:20,07h 05m,3000,27,3.3
4296,4296,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours and Travels Grand,A/C Sleeper (2+1),24-Jul,21:30,04:20,06h 50m,1000,17,1.9
4297,4297,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),24-Jul,20:30,04:00,07h 30m,865,38,1.9
4298,4298,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,18:10,02:20,08h 10m,900,20,2.9
4299,4299,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,18:00,01:10,07h 10m,1275,35,2.7
4300,4300,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),24-Jul,18:30,01:30,07h 00m,630,40,1.8
4301,4301,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),24-Jul,19:10,02:50,07h 40m,1200,31,2.2
4302,4302,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),24-Jul,16:30,00:55,08h 25m,700,15,2.5
4303,4303,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),24-Jul,17:00,23:59,06h 59m,2000,10,2.4
4304,4304,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),24-Jul,23:30,06:00,06h 30m,1709,23,2.9
4305,4305,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,22:30,05:15,06h 45m,1290,26,2.5
4306,4306,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,KKaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:30,05:45,07h 15m,890,13,1.4
4307,4307,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Jagan Travels,A/C Sleeper (2+1),24-Jul,23:30,06:00,06h 30m,1440,13,1.9
4308,4308,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),24-Jul,19:15,03:10,07h 55m,900,19,4.9
4309,4309,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,20:45,03:15,06h 30m,1399,14,4.6
4310,4310,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,21:15,03:30,06h 15m,1809,11,4.6
4311,4311,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,CCC Bus,A/C Sleeper (2+1),24-Jul,19:00,02:30,07h 30m,749,21,4.6
4312,4312,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Rajesh Transports,NON A/C Sleeper (2+1),24-Jul,19:15,03:20,08h 05m,774,32,4.4
4313,4313,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Venkataramana Travels,AC Seater (2+2),24-Jul,22:00,06:00,08h 00m,675,40,3.3
4314,4314,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Jabbar Travels,VE A/C Sleeper (2+1),24-Jul,19:30,15:00,19h 30m,600,24,4.2
4315,4315,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,LUCKY TRAVELS,Volvo Multi-Axle A/C Sleeper (2+1),24-Jul,22:30,06:00,07h 30m,649,29,4.0
4316,4316,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),24-Jul,22:30,05:30,07h 00m,1234,17,3.9
4317,4317,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,V Kaveri Travels,VE A/C Sleeper (2+1),24-Jul,17:30,02:45,09h 15m,900,26,3.9
4318,4318,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,15:30,23:45,08h 15m,1329,36,3.9
4319,4319,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,19:00,03:50,08h 50m,900,22,3.7
4320,4320,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,SVD Vedansh Travels,A/C Sleeper (2+1),24-Jul,22:20,05:30,07h 10m,1388,29,3.7
4321,4321,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,A/C Sleeper (2+1),24-Jul,18:45,03:00,08h 15m,1094,18,3.7
4322,4322,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:30,04:30,08h 00m,499,32,3.0
4323,4323,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sree Hari Travels,NON A/C Sleeper (2+1),24-Jul,21:51,05:21,07h 30m,900,30,4.4
4324,4324,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,19:00,03:30,08h 30m,673,28,4.7
4325,4325,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Prasanna Travels,A/C Sleeper (2+1),24-Jul,21:00,03:00,06h 00m,1200,27,3.3
4326,4326,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,20:55,03:30,06h 35m,1039,10,3.2
4327,4327,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),24-Jul,18:00,01:30,07h 30m,550,32,3.2
4328,4328,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,20:15,03:30,07h 15m,1290,28,3.0
4329,4329,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,19:00,03:00,08h 00m,960,24,3.0
4330,4330,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Sleeper (2+1),24-Jul,17:00,03:30,10h 30m,600,35,3.0
4331,4331,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,01:15,08:45,07h 30m,790,30,2.7
4332,4332,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,20:50,03:00,06h 10m,6400,36,3.1
4333,4333,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),24-Jul,19:15,03:00,07h 45m,1100,22,4.9
4334,4334,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),24-Jul,17:10,01:20,08h 10m,1200,19,1.4
4335,4335,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),24-Jul,19:15,03:00,07h 45m,2999,30,4.9
4336,4336,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,21:30,04:35,07h 05m,999,20,2.2
4337,4337,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Zingbus Plus,A/C Seater / Sleeper (2+1),24-Jul,20:00,03:45,07h 45m,445,36,2.7
4338,4338,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Intercity travels,Bharat Benz A/C Sleeper (2+1),24-Jul,20:30,04:00,07h 30m,2311,30,4.5
4339,4339,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sree Hari Travels,AC Seater (2+2),24-Jul,11:00,18:10,07h 10m,1000,40,4.4
4340,4340,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,SRS Travels,Non A/C Seater / Sleeper (2+1),24-Jul,17:00,02:30,09h 30m,699,28,2.6
4341,4341,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,18:30,02:30,08h 00m,1026,46,4.0
4342,4342,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),24-Jul,20:25,05:05,08h 40m,3999,36,3.9
4343,4343,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,SRKT Travels,A/C Seater / Sleeper (2+1),24-Jul,18:45,02:30,07h 45m,700,31,3.9
4344,4344,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,IRA Travels,A/C Sleeper (2+1),24-Jul,19:40,03:35,07h 55m,4999,27,3.7
4345,4345,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Komitla Trans lines.,NON AC Seater / Sleeper 2+1,24-Jul,22:45,05:00,06h 15m,2050,27,3.4
4346,4346,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,22:00,05:30,07h 30m,1000,21,3.4
4347,4347,Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi?fromCityId=134&toCityId=71756&fromCityName=Vijayawada&toCityName=Tirupati&busType=Any&onward=23-Jul-2024,HPD EXIM INDIA PRIVATE LIMITED,A/C Sleeper (2+1),24-Jul,22:00,03:40,05h 40m,2850,27,1.7
